,state,name,FIPS,pop2010,age_under_5,age_under_18,age_over_65,female,white,two_plus_races,hispanic,white_not_hispanic,no_move_in_one_plus_year,foreign_born,foreign_spoken_at_home,hs_grad,bachelors,veterans,mean_work_travel,housing_units,home_ownership,housing_multi_unit,median_val_owner_occupied,households,persons_per_household,per_capita_income,median_household_income,poverty,private_nonfarm_establishments,private_nonfarm_employment,building_permits,area,density,total_person
2743,Texas,Taylor County,48441,131506,7.5,24.5,13.2,51.3,79.4,3.2,22.1,67.0,76.0,5.0,14.5,84.1,24.2,12234,15.7,55750,61.9,18.4,89900.0,49757,2.45,22606,42403,16.5,3357,52178,388,915.55,143.6,121904.65000000001
2744,Texas,Terrell County,48443,984,6.6,22.2,20.8,48.3,84.1,1.5,47.5,50.3,91.9,14.0,51.7,80.4,20.7,88,15.6,700,69.9,0.9,42600.0,372,2.28,18871,35403,16.5,17,86,0,2358.03,0.4,848.16
2745,Texas,Terry County,48445,12651,7.9,25.9,14.4,46.9,81.3,2.6,49.1,45.4,83.0,9.5,37.9,68.1,14.3,540,21.3,4828,72.6,5.7,63000.0,4043,2.81,22306,39498,16.6,257,2246,48,888.84,14.2,11360.83
2746,Texas,Throckmorton County,48447,1641,5.7,22.3,24.6,50.8,94.8,0.8,9.3,88.5,93.5,4.2,7.3,78.4,16.7,205,22.5,1079,81.0,4.6,46700.0,795,2.27,20677,36339,13.2,50,289,0,912.55,1.8,1804.65
2747,Texas,Titus County,48449,32334,9.1,30.6,11.5,50.6,67.6,2.3,39.6,49.2,82.5,19.3,34.0,72.9,13.7,1812,17.5,12054,70.2,10.0,86800.0,10693,2.78,17520,39423,17.9,660,13796,4,406.05,79.6,29726.539999999997
2748,Texas,Tom Green County,48451,110224,7.0,23.5,13.8,51.0,81.7,2.8,35.7,57.9,76.7,7.1,24.9,81.2,21.6,9577,17.3,46571,67.9,19.4,88600.0,41464,2.47,22292,41398,16.8,2600,36046,177,1521.97,72.4,102416.08
2749,Texas,Travis County,48453,1024266,7.4,23.9,7.3,49.6,69.3,3.3,33.5,50.5,75.2,17.9,31.7,86.3,43.5,54045,23.8,441240,52.6,40.3,200300.0,390862,2.45,31785,54074,16.2,27776,473672,4397,990.2,1034.4,957611.9
2750,Texas,Trinity County,48455,14585,5.6,20.9,22.4,51.3,84.3,1.5,7.7,81.0,87.8,4.7,6.7,80.9,11.2,1532,31.8,8713,81.1,2.6,73800.0,5124,2.76,19828,36814,16.6,190,1876,4,693.61,21.0,14142.24
2751,Texas,Tyler County,48457,21766,5.2,20.0,19.0,46.1,82.4,1.2,6.8,80.4,87.6,1.5,3.4,82.9,12.2,2193,30.7,10579,81.7,3.1,71100.0,8113,2.42,19450,35346,18.3,261,2397,4,924.5,23.5,19633.46
2752,Texas,Upshur County,48459,39309,6.4,24.7,15.7,50.5,85.1,2.2,6.6,82.1,85.8,3.6,5.8,83.4,15.1,3607,27.1,16613,77.8,6.1,86100.0,14668,2.55,21946,44403,13.1,474,4176,15,582.95,67.4,37403.399999999994
2753,Texas,Upton County,48461,3355,7.4,27.3,14.7,50.1,75.0,2.1,49.0,48.0,76.2,9.7,28.3,75.5,12.7,257,19.1,1548,78.8,1.7,42800.0,1179,2.34,23112,49234,13.9,80,760,1,1241.32,2.7,2758.8599999999997
2754,Texas,Uvalde County,48463,26405,7.7,28.9,14.8,51.1,78.1,3.0,69.3,29.0,86.0,8.8,54.8,69.9,16.1,1737,18.3,10811,73.5,7.8,64400.0,8824,2.9,17842,35087,26.7,575,6561,12,1551.95,17.0,25589.6
2755,Texas,Val Verde County,48465,48879,8.3,29.8,12.4,49.8,85.0,2.1,80.2,17.5,85.1,23.5,72.8,64.0,15.8,3025,19.0,18651,65.7,14.7,81000.0,15042,3.17,16615,36993,24.0,772,9989,38,3144.75,15.5,47683.14
2756,Texas,Van Zandt County,48467,52579,6.0,24.1,18.0,50.8,90.9,1.8,9.2,85.8,86.7,4.1,8.4,78.8,12.1,5085,34.9,22817,78.1,4.3,95900.0,19559,2.61,20989,43074,14.5,818,7484,9,842.56,62.4,51048.99
2757,Texas,Victoria County,48469,86793,7.5,26.7,13.4,51.2,79.5,2.4,43.9,47.9,78.8,5.8,25.6,80.1,16.9,6237,20.9,35417,66.2,19.4,98200.0,31917,2.65,24146,48767,16.4,2243,31855,47,882.14,98.4,84580.05
2758,Texas,Walker County,48471,67861,4.8,16.7,10.3,41.0,67.1,2.1,16.8,58.5,75.3,8.3,18.5,80.3,17.1,5383,22.3,24058,58.0,26.3,106100.0,19902,2.29,13920,34259,23.8,904,11544,629,784.17,86.5,45575.58
2759,Texas,Waller County,48473,43205,7.3,24.7,10.2,50.5,58.5,2.2,29.0,44.6,84.6,14.5,22.2,79.5,19.6,2558,31.0,15839,68.6,11.7,117900.0,13499,2.94,21621,47324,21.1,680,9734,59,513.43,84.1,39687.06
2760,Texas,Ward County,48475,10658,7.6,27.4,14.8,51.7,77.2,3.3,47.6,46.2,82.1,7.0,34.9,70.4,10.0,683,20.1,4694,74.0,10.3,45200.0,3790,2.72,20055,41117,17.3,268,2474,7,835.6,12.8,10308.800000000001
2761,Texas,Washington County,48477,33718,6.0,22.1,18.4,50.8,74.2,1.6,13.8,66.4,83.6,5.9,11.4,79.2,25.8,2629,20.0,15514,69.4,12.4,135500.0,12855,2.34,25464,43159,16.0,861,12243,54,603.95,55.8,30080.699999999997
2762,Texas,Webb County,48479,250304,9.8,35.2,7.8,51.5,88.0,1.5,95.7,3.3,83.7,29.2,92.4,62.7,16.7,5761,21.0,73496,64.6,20.4,104000.0,64714,3.69,14163,36684,29.8,4695,64376,663,3361.48,74.5,238794.66
2763,Texas,Wharton County,48481,41280,7.3,26.8,14.6,50.8,72.2,1.8,37.4,47.7,87.2,7.9,26.2,75.1,15.4,2281,24.3,17127,69.3,11.3,85800.0,14808,2.72,21049,41148,17.2,946,11361,12,1086.15,38.0,40277.76
2764,Texas,Wheeler County,48483,5410,7.2,25.3,18.4,50.8,82.6,2.3,24.8,71.1,84.2,7.4,16.0,79.4,15.1,359,18.5,2730,79.0,1.8,65300.0,2113,2.45,27282,42909,13.9,184,1538,0,914.52,5.9,5176.85
2765,Texas,Wichita County,48485,131500,6.8,23.1,13.1,48.7,77.1,2.9,16.6,68.4,75.4,6.3,12.7,82.8,20.0,12564,15.8,55566,64.1,21.6,87400.0,48601,2.46,22837,42971,15.3,3226,46441,175,627.78,209.5,119558.45999999999
2766,Texas,Wilbarger County,48487,13535,7.1,25.6,15.6,50.2,78.2,2.5,25.9,63.4,79.8,4.7,14.2,73.6,15.9,1093,12.5,6318,60.9,13.8,57500.0,5201,2.49,19916,40105,23.3,305,3759,2,970.84,13.9,12950.490000000002
2767,Texas,Willacy County,48489,22134,7.1,26.8,11.7,45.6,85.8,1.8,87.2,10.1,91.8,14.6,48.6,57.4,8.6,986,18.5,7040,71.1,8.0,46200.0,5485,3.72,10800,22881,43.4,203,2864,16,590.55,37.5,20404.2
2768,Texas,Williamson County,48491,422679,7.9,28.7,8.9,50.8,78.1,3.2,23.2,63.8,80.4,10.3,19.9,91.6,37.3,32334,26.0,162773,70.3,19.1,172200.0,142110,2.73,29663,68780,6.5,7846,120066,1937,1118.3,378.0,387960.3
2769,Texas,Wilson County,48493,42918,6.2,26.4,12.6,50.2,89.1,2.1,38.2,58.7,87.7,4.8,26.1,84.5,18.2,4458,32.5,16766,84.5,3.7,124100.0,14455,2.82,25149,60493,9.0,500,4647,61,803.73,53.4,40763.1
2770,Texas,Winkler County,48495,7110,8.9,29.7,11.8,50.1,73.7,3.1,53.8,42.5,82.0,13.4,42.7,62.9,9.8,338,21.3,3027,81.7,4.2,38900.0,2521,2.72,19309,41828,16.3,156,1348,1,841.11,8.5,6857.120000000001
2771,Texas,Wise County,48497,59127,6.7,26.1,12.3,49.6,88.7,2.1,17.1,79.7,87.1,6.4,13.4,81.5,15.6,5096,30.4,23781,81.0,5.5,119900.0,19712,2.89,24075,55207,9.8,1230,16439,26,904.42,65.4,56967.68
2772,Texas,Wood County,48499,41964,5.2,20.3,24.2,50.9,88.7,1.4,8.5,84.9,84.0,4.2,7.4,80.8,16.5,5336,29.7,20861,81.4,4.5,94800.0,16026,2.45,21682,41277,14.0,831,7425,3,645.23,65.0,39263.700000000004
2773,Texas,Yoakum County,48501,7879,9.3,31.7,11.4,50.5,74.5,2.7,58.7,39.2,91.0,20.8,49.9,71.4,15.0,297,18.1,2978,85.2,3.4,61000.0,2596,2.93,19937,49146,25.0,177,2116,6,799.71,9.9,7606.280000000001
2774,Texas,Young County,48503,18550,6.5,24.0,18.4,50.7,90.3,1.9,16.4,80.6,83.1,4.4,11.5,76.5,13.6,1718,15.9,8622,69.1,10.6,69400.0,7484,2.42,24656,36900,15.6,599,6008,5,914.47,20.3,18111.28
2775,Texas,Zapata County,48505,14018,10.4,34.3,10.4,49.8,93.6,0.6,93.3,6.1,89.8,26.1,87.7,56.7,9.6,448,16.4,6203,75.9,3.5,47100.0,4341,3.13,13915,24496,37.6,178,2194,0,998.41,14.0,13587.33
2776,Texas,Zavala County,48507,11677,9.0,31.3,12.1,50.7,88.2,1.4,93.9,5.5,86.3,13.9,72.6,57.7,7.7,349,15.5,4283,67.8,14.7,36900.0,3558,3.17,10180,21707,43.0,102,1846,4,1297.41,9.0,11278.86
2777,Utah,Beaver County,49001,6629,9.3,33.9,12.6,48.6,89.0,1.4,10.8,86.0,87.2,5.4,7.8,90.3,10.4,391,13.3,2908,76.7,11.7,150200.0,2091,2.94,16131,41514,17.9,174,1447,19,2589.88,2.6,6147.54
2778,Utah,Box Elder County,49003,49975,9.9,34.0,11.1,49.6,91.8,2.2,8.3,88.3,86.2,3.5,7.6,91.4,22.7,2936,22.0,17326,81.5,10.7,162000.0,15612,3.05,20465,55135,8.6,1031,16635,264,5745.55,8.7,47616.6
2779,Utah,Cache County,49005,112656,10.2,31.6,7.7,50.3,89.1,1.9,10.0,85.5,74.9,6.4,14.1,92.4,35.1,4539,16.4,37024,63.9,25.6,180300.0,33820,3.09,19670,47013,14.9,3037,37432,603,1164.81,96.7,104503.79999999999
2780,Utah,Carbon County,49007,21403,8.0,26.7,13.6,50.4,92.3,2.4,12.4,84.1,82.4,3.1,8.2,85.7,14.2,1665,17.3,9551,70.8,12.8,109200.0,7966,2.51,20260,41967,12.6,519,7234,39,1478.49,14.5,19994.66
2781,Utah,Daggett County,49009,1059,6.3,22.9,19.0,43.6,95.9,1.0,3.1,94.4,73.7,3.8,3.7,84.5,18.8,86,14.8,1141,64.2,0.8,181800.0,352,2.18,22862,36389,8.4,22,98,13,696.98,1.5,767.36
2782,Utah,Davis County,49011,306479,10.2,34.4,8.2,49.8,90.0,2.7,8.4,85.8,83.9,4.7,8.9,95.0,33.8,20446,22.7,97570,78.3,15.9,224400.0,90607,3.22,25244,66866,6.5,6257,74246,960,298.78,1025.8,291754.54000000004
2783,Utah,Duchesne County,49013,18607,10.7,33.9,10.7,49.2,89.2,2.9,6.0,87.1,85.2,2.8,4.1,84.9,16.0,1070,20.8,9493,74.4,9.2,162600.0,6521,2.62,21787,52895,10.8,635,6045,64,3240.95,5.7,17085.02
2784,Utah,Emery County,49015,10976,9.3,31.8,12.5,49.1,93.9,0.9,6.0,92.1,88.1,2.2,4.0,90.4,13.2,695,21.0,4489,80.9,5.4,105500.0,3779,2.82,19968,49237,10.0,216,2696,19,4462.31,2.5,10656.779999999999
2785,Utah,Garfield County,49017,5172,7.3,26.7,16.1,48.3,94.1,0.9,4.5,91.6,88.8,2.2,5.4,91.9,19.6,549,14.1,3726,79.5,4.2,129900.0,2136,2.32,23187,44745,9.8,142,1122,30,5175.12,1.0,4955.5199999999995
2786,Utah,Grand County,49019,9225,6.5,23.0,13.6,49.6,89.0,2.0,9.6,84.1,83.5,6.0,11.3,83.9,24.3,654,13.4,4816,69.0,15.3,194100.0,3719,2.39,20611,41396,12.6,430,3378,41,3671.54,2.5,8888.41
2787,Utah,Iron County,49021,46163,9.3,30.2,9.8,50.3,90.7,2.3,7.7,87.1,76.0,3.5,6.6,91.0,28.2,2931,15.8,19667,63.2,26.3,204600.0,15155,2.84,16898,42247,20.9,1273,11624,147,3296.68,14.0,43040.2
2788,Utah,Juab County,49023,10246,10.3,37.4,10.2,49.0,95.9,1.5,3.7,94.0,88.5,1.1,5.2,91.5,13.1,536,25.7,3502,82.7,7.0,163300.0,3045,3.22,18193,53225,10.5,182,2251,36,3392.28,3.0,9804.900000000001
2789,Utah,Kane County,49025,7125,7.0,24.3,19.5,50.6,95.7,1.3,3.7,93.2,87.1,2.2,3.2,89.5,23.7,654,18.7,5815,76.2,4.3,174500.0,3065,2.19,25155,43540,9.9,264,2156,33,3990.23,1.8,6712.349999999999
2790,Utah,Millard County,49027,12503,8.8,32.5,14.2,49.1,87.6,1.5,12.8,84.7,89.4,7.0,13.3,86.4,19.3,803,16.0,4939,76.6,4.5,121100.0,4046,3.0,18839,44594,12.6,241,2723,11,6572.43,1.9,12138.0
2791,Utah,Morgan County,49029,9469,9.5,35.4,10.5,49.6,97.5,1.0,2.4,96.1,94.9,1.4,2.9,96.9,27.1,713,26.1,3006,88.2,5.7,260600.0,2714,3.32,24276,70152,1.1,233,1441,43,609.2,15.5,9010.48
2792,Utah,Piute County,49031,1556,7.1,30.1,21.3,48.8,94.7,1.3,7.0,91.2,87.6,0.6,3.1,88.7,16.2,164,28.5,898,89.1,0.0,163500.0,539,2.77,16140,37708,13.2,23,101,4,757.79,2.1,1493.03
2793,Utah,Rich County,49033,2264,9.6,31.1,15.2,48.3,97.0,1.2,4.2,94.1,90.6,0.6,2.5,94.9,22.2,149,19.9,2834,88.3,18.2,120300.0,762,2.86,25376,54737,6.8,75,354,36,1028.78,2.2,2179.3199999999997
2794,Utah,Salt Lake County,49035,1029655,8.8,29.1,8.7,49.7,81.2,3.1,17.1,74.0,81.8,12.0,19.3,88.9,30.1,52386,21.8,364031,68.5,27.1,237500.0,335075,2.94,25041,58004,10.3,29003,503630,2472,742.28,1387.1,985120.5
2795,Utah,San Juan County,49037,14746,9.1,34.0,10.9,49.8,45.8,2.3,4.4,43.9,90.5,1.7,46.5,81.8,17.2,646,20.1,5734,78.2,5.5,108000.0,4331,3.26,15150,38076,25.8,279,2548,34,7819.99,1.9,14119.06
2796,Utah,Sanpete County,49039,27822,8.0,30.0,11.5,47.7,90.4,1.8,9.4,86.7,79.5,5.4,11.1,88.2,18.7,1763,19.2,10379,77.2,9.1,148700.0,7870,3.15,15731,42395,17.8,425,4552,44,1590.15,17.5,24790.5
2797,Utah,Sevier County,49041,20802,8.7,31.7,14.5,49.6,94.9,1.5,4.5,92.9,85.7,1.9,6.0,90.0,16.9,1324,15.3,8449,81.3,7.0,148300.0,6937,2.84,18856,45622,11.5,507,5845,44,1910.58,10.9,19701.079999999998
2798,Utah,Summit County,49043,36324,6.8,27.7,7.6,48.5,90.5,1.6,11.5,85.4,87.1,8.9,10.4,93.7,50.8,1868,24.5,26545,74.4,29.8,492100.0,13600,2.59,40270,79461,7.0,2045,23908,243,1871.71,19.4,35224.0
2799,Utah,Tooele County,49045,58218,10.2,36.1,7.5,49.6,90.7,2.8,11.4,84.5,85.6,3.6,9.5,91.8,18.6,3981,28.4,19455,75.6,10.0,183000.0,17718,3.09,22020,60590,6.5,753,10174,274,6941.35,8.4,54748.619999999995
2800,Utah,Uintah County,49047,32588,10.6,33.3,9.2,49.2,86.6,2.3,7.1,82.8,82.3,3.2,6.2,84.5,14.7,1833,19.9,11972,75.1,13.1,183100.0,10474,2.95,24160,59730,11.7,1146,10111,71,4479.69,7.3,30898.300000000003
2801,Utah,Utah County,49049,516564,11.3,35.2,6.5,49.9,89.4,2.7,10.8,84.2,77.5,7.2,12.7,93.3,35.5,17637,20.7,148350,69.4,22.3,233800.0,135620,3.48,20210,56927,12.8,10624,155202,1949,2003.45,257.8,471957.6
2802,Utah,Wasatch County,49051,23530,9.9,33.9,8.6,49.2,90.4,1.4,13.5,84.2,87.2,7.9,14.1,91.0,31.1,971,20.5,10577,77.9,10.0,317900.0,7154,3.09,26873,65204,6.1,720,4707,269,1175.5,20.0,22105.86
2803,Utah,Washington County,49053,138115,9.0,30.2,17.3,50.6,89.7,2.3,9.8,85.6,79.9,6.1,9.8,90.7,24.0,10649,18.1,57734,70.9,15.3,240900.0,45895,2.9,21378,50050,11.3,3974,39405,893,2426.36,56.9,133095.5
2804,Utah,Wayne County,49055,2778,7.2,30.2,15.3,49.5,94.8,1.7,4.2,93.4,84.6,5.8,7.7,90.0,22.7,206,12.8,1591,78.4,3.9,167500.0,899,3.01,19829,49414,12.3,82,717,10,2460.68,1.1,2705.99
2805,Utah,Weber County,49057,231236,9.0,30.0,10.1,49.8,85.2,3.0,16.7,78.1,82.5,7.5,12.8,89.1,22.5,17224,22.0,86187,72.6,19.8,168300.0,77656,2.84,22849,54086,11.5,4994,71286,506,576.08,401.4,220543.03999999998
2806,Vermont,Addison County,50001,36821,4.8,20.4,13.9,50.1,95.3,1.7,1.9,94.1,86.6,4.1,5.2,89.8,32.6,2831,22.5,16760,75.6,12.9,219000.0,14080,2.42,26599,55800,11.3,1177,12252,84,766.33,48.0,34073.6
2807,Vermont,Bennington County,50003,37125,5.1,20.5,18.8,51.6,96.6,1.3,1.4,95.7,88.8,3.4,4.2,89.8,31.1,3747,17.6,20922,72.6,19.7,198800.0,15559,2.3,27962,47396,10.9,1496,14006,49,674.98,55.0,35785.7
2808,Vermont,Caledonia County,50005,31227,5.5,21.8,15.3,50.3,96.5,1.4,1.1,95.8,87.1,2.1,3.0,88.5,27.5,3168,21.5,15942,71.4,19.6,154200.0,12581,2.38,22504,42706,13.5,922,9248,86,648.86,48.1,29942.78
2809,Vermont,Chittenden County,50007,156545,5.0,20.0,11.3,51.3,92.5,1.9,1.8,91.3,81.3,6.8,8.5,92.7,44.8,9664,19.6,65722,65.9,34.3,254700.0,61581,2.37,31095,59878,10.8,5513,85937,411,536.58,291.7,145946.97
2810,Vermont,Essex County,50009,6306,4.0,19.0,19.3,49.4,97.3,1.3,0.9,96.6,91.7,4.3,7.9,82.8,15.9,786,25.1,5019,83.9,6.8,124300.0,2842,2.24,20040,37734,16.9,126,761,10,663.6,9.5,6366.080000000001
2811,Vermont,Franklin County,50011,47746,6.3,24.7,12.2,50.4,95.6,2.1,1.2,94.9,88.1,3.2,4.8,87.8,21.2,4054,26.6,21588,74.8,16.9,202800.0,18482,2.54,24767,53623,10.5,1028,11745,161,633.71,75.3,46944.28
2812,Vermont,Grand Isle County,50013,6970,4.6,20.3,14.0,50.1,95.3,2.8,1.1,94.7,90.4,3.3,3.8,92.1,28.6,641,31.1,5048,81.6,5.3,235600.0,3077,2.31,30499,57436,6.4,203,610,13,81.81,85.2,7107.87
2813,Vermont,Lamoille County,50015,24475,6.1,22.3,13.3,50.0,96.7,1.5,1.3,95.7,87.8,3.4,4.3,92.2,34.6,1783,24.4,12969,69.0,19.7,211100.0,10345,2.26,27164,52232,12.0,1001,9974,73,458.8,53.3,23379.699999999997
2814,Vermont,Orange County,50017,28936,5.1,20.9,14.8,50.2,97.0,1.5,1.0,96.4,90.9,1.8,2.5,90.3,29.2,2588,27.0,14845,81.2,9.0,182700.0,11967,2.37,25951,52079,10.0,787,6074,28,687.03,42.1,28361.79
2815,Vermont,Orleans County,50019,27231,5.2,21.3,17.7,50.0,96.6,1.6,1.1,96.0,88.5,4.4,6.7,85.0,19.9,2480,22.2,16162,76.6,13.4,149200.0,10785,2.46,20652,40202,14.3,821,7624,88,693.27,39.3,26531.1
2816,Vermont,Rutland County,50021,61642,4.6,19.3,16.6,50.7,97.1,1.3,1.1,96.3,86.1,2.1,3.5,89.1,26.3,6039,20.0,33768,70.0,27.7,172100.0,26405,2.26,25426,47027,11.8,2265,24516,56,929.82,66.3,59675.299999999996
2817,Vermont,Washington County,50023,59534,5.2,20.7,14.5,50.6,96.1,1.8,1.7,94.9,87.4,3.1,4.6,92.4,37.4,4930,21.3,29941,72.6,27.5,197600.0,24621,2.3,28337,55313,10.5,2258,25982,105,687.23,86.6,56628.299999999996
2818,Vermont,Windham County,50025,44513,4.8,19.9,16.1,50.9,95.3,2.0,1.8,94.1,87.3,3.3,4.9,91.3,33.8,4176,20.4,29735,69.6,23.2,204600.0,19483,2.23,27247,46714,11.1,1811,21295,77,785.31,56.7,43447.09
2819,Vermont,Windsor County,50027,56670,4.7,19.9,17.8,51.0,96.3,1.7,1.2,95.5,86.3,3.1,3.8,91.6,32.8,5878,21.3,34118,72.1,23.4,209900.0,24804,2.25,29053,50893,9.7,2106,28924,78,969.34,58.5,55809.0
2820,Virginia,Accomack County,51001,33164,5.9,20.9,19.1,51.3,65.3,1.6,8.6,61.1,91.5,6.0,8.7,78.9,18.0,3378,20.0,21002,74.1,5.6,149800.0,14085,2.39,22766,41372,15.6,818,9424,89,449.5,73.8,33663.15
2821,Virginia,Albemarle County,51003,98970,5.6,21.5,14.3,51.9,80.6,2.4,5.5,77.9,80.0,9.0,11.2,90.9,51.6,7249,21.8,42122,65.4,23.7,349800.0,37459,2.45,36685,64847,8.1,2486,35959,631,720.7,137.3,91774.55
2822,Virginia,Alleghany County,51005,16250,4.8,21.2,20.3,51.1,93.2,1.4,1.1,92.6,91.6,1.6,2.1,81.8,14.9,1574,26.2,8074,82.7,7.5,104000.0,6964,2.29,22013,43160,10.9,250,2756,17,445.46,36.5,15947.56
2823,Virginia,Amelia County,51007,12690,5.9,22.2,15.8,50.9,73.5,1.4,2.3,72.8,91.0,4.1,5.2,78.0,13.1,1277,36.2,5359,83.2,2.5,189800.0,4901,2.51,24197,50135,10.0,295,1969,44,355.27,35.7,12301.509999999998
2824,Virginia,Amherst County,51009,32353,5.4,21.5,16.5,52.2,76.7,2.1,1.9,75.7,88.1,2.0,2.8,78.3,15.6,2844,22.7,13976,75.4,9.3,142200.0,12706,2.36,21097,44757,13.1,618,7051,66,473.93,68.3,29986.16
2825,Virginia,Appomattox County,51011,14973,5.4,22.2,17.4,51.3,77.5,1.7,1.1,76.7,90.5,1.5,1.5,79.8,11.8,1438,25.0,6921,76.0,4.7,132200.0,5976,2.44,22388,49224,13.8,297,2723,61,333.49,44.9,14581.44
2826,Virginia,Arlington County,51013,207627,5.7,15.7,8.7,50.2,71.7,3.7,15.1,64.0,78.0,23.1,29.0,92.5,70.1,13773,26.5,105404,47.0,61.3,571700.0,91892,2.11,57724,94880,7.0,5856,122173,875,25.97,7993.6,193892.12
2827,Virginia,Augusta County,51015,73750,5.2,21.4,16.1,49.3,93.4,1.2,2.1,92.2,90.7,2.0,2.8,83.7,19.1,7024,22.3,31194,81.3,7.1,187800.0,27909,2.48,23571,50612,9.1,1388,18923,300,967.0,76.3,69214.31999999999
2828,Virginia,Bath County,51017,4731,3.3,17.0,22.2,49.5,93.7,0.8,2.1,92.2,93.2,1.5,1.4,79.2,11.5,336,31.4,3270,87.0,0.9,129700.0,2025,2.34,22083,50589,10.3,137,1764,25,529.16,8.9,4738.5
2829,Virginia,Bedford County,51019,68676,4.9,22.3,16.2,50.4,91.4,1.2,1.6,90.3,90.3,1.8,3.4,85.0,24.2,6854,26.1,31937,84.5,3.8,187200.0,27150,2.49,27732,54110,8.7,1413,11967,317,753.02,91.2,67603.5
2830,Virginia,Bland County,51021,6824,4.2,17.9,17.4,44.8,95.5,0.7,0.6,95.2,92.2,3.5,1.8,83.0,12.0,737,27.9,3265,84.8,2.0,88600.0,2580,2.44,20468,41552,11.7,79,1177,11,357.73,19.1,6295.2
2831,Virginia,Botetourt County,51023,33148,4.9,22.4,16.4,50.5,94.9,1.0,1.1,94.2,91.6,1.9,2.0,89.2,22.9,3435,25.8,14562,87.2,4.4,202500.0,12918,2.49,29540,64724,5.6,756,10279,66,541.2,61.2,32165.820000000003
2832,Virginia,Brunswick County,51025,17434,4.7,19.3,16.5,47.5,40.4,0.9,1.7,39.8,91.8,1.2,2.5,67.2,11.9,1212,31.0,8166,70.0,3.2,97500.0,6086,2.46,16739,35184,21.0,289,2948,17,566.17,30.8,14971.56
2833,Virginia,Buchanan County,51027,24098,4.6,18.7,16.1,48.9,96.6,0.5,0.4,96.3,92.6,1.4,2.3,63.7,8.9,1486,29.3,11576,79.5,1.8,62000.0,9123,2.59,16742,29183,21.8,459,6110,21,502.76,47.9,23628.57
2834,Virginia,Buckingham County,51029,17146,5.4,19.2,14.3,44.6,62.1,1.6,1.7,61.2,85.4,1.5,1.8,61.6,12.4,1649,32.2,7244,74.7,4.4,99300.0,4859,2.01,16752,34720,19.0,268,1868,31,579.66,29.6,9766.589999999998
2835,Virginia,Campbell County,51031,54842,5.5,22.0,15.8,51.3,82.1,1.7,1.7,81.3,88.3,2.1,2.4,82.6,16.3,4340,22.3,24769,75.7,10.5,134000.0,22005,2.45,22044,43478,12.2,1190,15221,111,503.87,108.8,53912.25000000001
2836,Virginia,Caroline County,51033,28545,7.0,24.0,13.1,50.8,65.3,2.9,3.4,63.6,85.8,2.1,5.5,81.8,15.5,2680,37.0,11729,82.9,2.4,218800.0,10270,2.65,25024,57690,7.7,406,4238,96,527.51,54.1,27215.5
2837,Virginia,Carroll County,51035,30042,5.3,20.7,19.4,50.7,97.1,0.6,2.6,95.9,89.2,1.4,2.7,72.4,11.7,2598,26.4,16569,76.2,3.5,97400.0,12818,2.31,18670,36142,15.7,429,4226,75,474.69,63.3,29609.58
2838,Virginia,Charles City County,51036,7256,4.2,17.9,16.7,50.8,40.9,2.6,1.2,40.5,95.4,0.6,1.0,74.8,10.9,844,32.4,3229,85.0,1.9,146000.0,2713,2.66,23955,46337,9.7,139,1165,43,182.82,39.7,7216.580000000001
2839,Virginia,Charlotte County,51037,12586,5.5,23.0,18.7,50.9,67.3,1.4,1.9,66.6,91.8,2.1,0.8,71.6,15.1,1291,30.6,6273,77.9,4.1,103200.0,4415,2.85,17348,34881,15.8,233,1868,24,475.27,26.5,12582.75
2840,Virginia,Chesterfield County,51041,316236,6.3,26.1,10.4,51.8,68.3,2.6,7.2,65.4,86.3,7.7,10.1,89.4,35.7,26368,24.9,122555,78.4,14.1,235600.0,112404,2.71,31711,71321,5.9,6918,100727,871,423.3,747.1,304614.83999999997
2841,Virginia,Clarke County,51043,14034,5.2,23.0,16.3,50.2,90.2,1.9,3.5,88.3,88.1,3.7,7.7,87.5,29.2,1364,34.5,6235,75.8,9.3,366900.0,5535,2.49,34630,73244,7.3,387,3451,23,176.18,79.7,13782.150000000001
2842,Virginia,Craig County,51045,5190,5.0,21.4,17.1,50.6,98.7,0.7,0.7,98.3,90.9,0.3,0.7,83.4,13.6,561,38.5,2809,85.7,1.8,142100.0,1989,2.54,23461,51291,7.2,60,377,19,329.53,15.7,5052.06
2843,Virginia,Culpeper County,51047,46689,7.0,25.9,12.2,49.3,75.1,2.8,8.9,71.7,84.3,7.2,9.0,82.6,21.6,4406,35.3,17657,72.6,10.3,309000.0,15834,2.77,27507,65132,6.7,958,11792,93,379.23,123.1,43860.18
2844,Virginia,Cumberland County,51049,10052,6.2,22.8,16.1,51.6,63.9,1.9,1.8,63.2,87.8,2.8,9.3,72.5,12.5,860,35.7,4626,77.8,5.5,149700.0,3969,2.48,19691,40143,16.1,148,995,20,297.46,33.8,9843.12
2845,Virginia,Dickenson County,51051,15903,5.5,20.9,16.7,50.0,98.8,0.5,0.5,98.4,90.1,0.2,1.2,64.2,8.6,1193,33.3,7579,80.6,5.1,71300.0,6170,2.56,16278,29080,19.1,233,2844,12,330.53,48.1,15795.2
2846,Virginia,Dinwiddie County,51053,28001,5.7,22.8,13.7,50.9,63.9,1.5,2.4,62.9,90.7,2.1,2.9,77.1,13.1,2420,28.4,11422,75.8,3.1,163800.0,9800,2.71,23423,51459,11.8,354,4454,72,503.72,55.6,26558.0
